DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2025-11-19,15.12,15.12,15.12,15.12,0.0
2025-11-17,15.529999732971191,16.0,14.609999656677246,15.239999771118164,11699.0
2025-11-14,15.300000190734863,16.0,13.899999618530272,15.529999732971191,4505.0
2025-11-13,16.489999771118164,16.489999771118164,14.399999618530272,15.390000343322754,72151.0
2025-11-12,16.0,16.549999237060547,15.25,15.489999771118164,33099.0
2025-11-11,16.399999618530273,17.6299991607666,15.0,16.290000915527344,550895.0
2025-11-10,16.489999771118164,16.5,15.779999732971191,16.030000686645508,6864.0
2025-11-07,16.5,17.899999618530273,15.800000190734863,15.9399995803833,18304.0
2025-11-06,16.489999771118164,16.489999771118164,15.199999809265137,16.3799991607666,25907.0
2025-11-05,16.5,16.5,15.300000190734863,16.079999923706055,6232.0
2025-11-04,16.799999237060547,16.799999237060547,16.600000381469727,16.600000381469727,4101.0
2025-11-03,16.899999618530273,16.899999618530273,16.0,16.049999237060547,9405.0
2025-10-31,16.389999389648438,18.0,16.309999465942383,16.899999618530273,2829.0
2025-10-30,17.190000534057617,17.190000534057617,16.0,16.389999389648438,5399.0
2025-10-29,17.200000762939453,17.200000762939453,16.1200008392334,16.739999771118164,2532.0
2025-10-28,16.0,17.190000534057617,16.0,16.739999771118164,5030.0
2025-10-27,17.299999237060547,17.299999237060547,16.309999465942383,17.0,3475.0
2025-10-24,17.010000228881836,17.299999237060547,16.5,17.299999237060547,2550.0
2025-10-23,17.049999237060547,17.110000610351562,17.0,17.0,7437.0
2025-10-22,17.190000534057617,17.190000534057617,17.0,17.0,45310.0
2025-10-21,17.18000030517578,17.18000030517578,17.0,17.049999237060547,12479.0
2025-10-20,17.270000457763672,17.270000457763672,17.0,17.059999465942383,22356.0
2025-10-17,17.030000686645508,17.290000915527344,17.020000457763672,17.270000457763672,26974.0
2025-10-16,17.0,17.399999618530273,17.0,17.329999923706055,26917.0
2025-10-15,17.290000915527344,17.290000915527344,16.5,17.290000915527344,22333.0
2025-10-14,17.299999237060547,17.299999237060547,15.40999984741211,17.15999984741211,8073.0
2025-10-13,17.190000534057617,17.190000534057617,16.100000381469727,17.079999923706055,8455.0
2025-10-10,17.200000762939453,17.899999618530273,15.600000381469728,17.1200008392334,23025.0
2025-10-09,17.979999542236328,17.979999542236328,17.0,17.170000076293945,30246.0
2025-10-08,17.5,17.5,17.020000457763672,17.059999465942383,40251.0
2025-10-07,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0.0
2025-10-06,18.0,18.0,17.299999237060547,17.350000381469727,8941.0
2025-10-03,17.649999618530273,19.600000381469727,17.200000762939453,17.299999237060547,47489.0
2025-10-02,18.0,18.0,17.649999618530273,17.829999923706055,13061.0
2025-10-01,18.3700008392334,18.3799991607666,17.0,17.8700008392334,28979.0
2025-09-30,18.020000457763672,18.440000534057617,17.5,17.709999084472656,82127.0
2025-09-29,18.299999237060547,18.36000061035156,18.049999237060547,18.07999992370605,10356.0
2025-09-26,18.21999931335449,18.32999992370605,18.0,18.299999237060547,51509.0
2025-09-25,18.350000381469727,18.600000381469727,18.200000762939453,18.209999084472656,37863.0
2025-09-24,18.5,18.989999771118164,18.14999961853028,18.209999084472656,24915.0
2025-09-23,18.170000076293945,18.170000076293945,18.170000076293945,18.170000076293945,0.0
2025-09-22,18.59000015258789,18.61000061035156,18.0,18.170000076293945,85282.0
2025-09-19,18.65999984741211,18.65999984741211,18.450000762939453,18.59000015258789,39367.0
2025-09-18,19.14999961853028,19.14999961853028,18.100000381469727,18.549999237060547,49703.0
2025-09-17,18.25,18.989999771118164,18.200000762939453,18.700000762939453,24232.0
2025-09-16,18.59000015258789,19.25,18.299999237060547,18.700000762939453,5861.0
2025-09-15,18.200000762939453,18.700000762939453,18.020000457763672,18.1299991607666,25885.0
2025-09-12,19.049999237060547,19.049999237060547,18.0,18.1299991607666,37848.0
2025-09-11,18.75,18.75,18.200000762939453,18.39999961853028,39911.0
2025-09-10,18.25,18.979999542236328,18.25,18.75,2823.0
2025-09-09,18.8799991607666,18.989999771118164,18.5,18.540000915527344,21090.0
2025-09-08,18.709999084472656,19.0,18.700000762939453,18.770000457763672,3641.0
2025-09-05,18.600000381469727,19.59000015258789,18.200000762939453,18.709999084472656,12077.0
2025-09-04,18.8700008392334,18.8700008392334,18.209999084472656,18.540000915527344,4553.0
2025-09-03,19.0,19.06999969482422,18.0,18.18000030517578,36019.0
2025-09-02,19.38999938964844,19.38999938964844,18.690000534057617,18.989999771118164,6902.0
2025-09-01,19.600000381469727,19.88999938964844,18.5,18.600000381469727,81752.0
2025-08-29,20.0,20.0,19.01000022888184,19.299999237060547,3209.0
2025-08-28,19.549999237060547,20.059999465942383,17.709999084472656,19.43000030517578,33723.0
2025-08-27,20.07999992370605,20.07999992370605,19.530000686645508,19.549999237060547,11489.0
2025-08-26,19.75,20.07999992370605,19.420000076293945,19.530000686645508,27352.0
2025-08-25,20.190000534057617,20.200000762939453,19.5,19.51000022888184,13802.0
2025-08-22,20.239999771118164,20.239999771118164,19.51000022888184,19.51000022888184,24552.0
2025-08-21,20.0,20.07999992370605,19.5,19.93000030517578,19795.0
2025-08-20,20.950000762939453,20.950000762939453,19.75,19.93000030517578,64264.0
2025-08-19,20.920000076293945,21.3799991607666,20.799999237060547,20.850000381469727,11114.0
2025-08-18,21.3700008392334,21.489999771118164,20.200000762939453,20.920000076293945,29652.0
2025-08-15,21.700000762939453,22.979999542236328,21.26000022888184,21.3700008392334,31894.0
2025-08-13,26.0,26.46999931335449,21.670000076293945,21.700000762939453,206237.0
2025-08-12,24.07999992370605,24.07999992370605,24.07999992370605,24.07999992370605,121546.0
2025-08-11,19.940000534057617,21.93000030517578,19.850000381469727,21.88999938964844,117680.0
2025-08-08,19.940000534057617,20.5,19.89999961853028,19.940000534057617,12739.0
2025-08-07,19.96999931335449,20.0,19.309999465942383,19.459999084472656,1554.0
2025-08-06,20.479999542236328,20.5,18.96999931335449,19.299999237060547,8275.0
2025-08-05,20.0,20.0,19.530000686645508,19.780000686645508,1751.0
2025-08-04,19.979999542236328,19.979999542236328,19.0,19.920000076293945,7861.0
2025-08-01,20.25,20.299999237060547,19.920000076293945,20.030000686645508,1016.0
2025-07-31,20.0,20.700000762939453,19.799999237060547,19.82999992370605,2608.0
2025-07-30,20.309999465942383,20.940000534057617,20.0,20.209999084472656,1326.0
2025-07-29,20.350000381469727,22.0,20.25,20.309999465942383,7797.0
2025-07-28,20.3700008392334,20.450000762939453,20.0,20.18000030517578,5016.0
2025-07-25,20.200000762939453,20.200000762939453,19.5,20.200000762939453,12050.0
2025-07-24,20.0,20.0,19.61000061035156,19.670000076293945,6399.0
2025-07-23,20.0,20.39999961853028,19.799999237060547,19.809999465942383,6161.0
2025-07-22,20.030000686645508,20.51000022888184,20.0,20.11000061035156,6022.0
2025-07-21,20.0,20.600000381469727,19.5,20.51000022888184,14244.0
2025-07-18,20.049999237060547,20.790000915527344,20.0,20.0,31017.0
2025-07-17,20.0,20.709999084472656,19.959999084472656,20.030000686645508,4655.0
2025-07-16,20.39999961853028,21.0,20.0,20.350000381469727,14700.0
2025-07-15,20.450000762939453,20.459999084472656,19.89999961853028,20.030000686645508,4241.0
2025-07-14,20.46999931335449,20.46999931335449,20.020000457763672,20.420000076293945,3547.0
2025-07-11,19.86000061035156,20.489999771118164,19.86000061035156,20.46999931335449,5207.0
2025-07-10,19.89999961853028,20.549999237060547,19.850000381469727,19.88999938964844,5640.0
2025-07-09,19.81999969482422,20.39999961853028,19.809999465942383,20.059999465942383,2407.0
2025-07-08,20.11000061035156,20.489999771118164,19.799999237060547,20.34000015258789,15628.0
2025-07-07,20.1299991607666,20.89999961853028,20.0,20.5,9370.0
2025-07-04,22.479999542236328,22.479999542236328,20.0,20.1299991607666,36716.0
2025-07-03,21.790000915527344,21.799999237060547,21.209999084472656,21.299999237060547,12763.0
2025-07-02,21.93000030517578,21.93000030517578,20.75,20.799999237060547,6938.0
2025-07-01,21.88999938964844,21.89999961853028,20.299999237060547,20.71999931335449,2557.0
2025-06-30,22.31999969482422,22.31999969482422,19.13999938964844,20.01000022888184,4584.0
2025-06-27,22.38999938964844,22.489999771118164,19.75,21.26000022888184,1367.0
2025-06-26,22.989999771118164,23.0,20.059999465942383,21.07999992370605,5998.0
2025-06-25,21.549999237060547,22.61000061035156,21.51000022888184,22.0,6799.0
2025-06-24,23.979999542236328,23.979999542236328,20.06999969482422,23.450000762939453,1022.0
2025-06-23,21.989999771118164,22.0,21.989999771118164,21.799999237060547,61.0
2025-06-20,21.799999237060547,21.799999237060547,21.799999237060547,21.799999237060547,0.0
2025-06-19,21.51000022888184,22.979999542236328,21.0,21.799999237060547,2622.0
2025-06-18,21.850000381469727,22.709999084472656,21.5,22.709999084472656,3265.0
2025-06-17,22.299999237060547,22.989999771118164,22.01000022888184,22.739999771118164,2238.0
2025-06-16,22.01000022888184,22.01000022888184,22.01000022888184,22.01000022888184,0.0
2025-06-13,20.270000457763672,23.96999931335449,20.270000457763672,22.01000022888184,2352.0
2025-06-12,22.959999084472656,22.96999931335449,22.100000381469727,22.5,4800.0
2025-06-11,22.989999771118164,22.989999771118164,22.600000381469727,22.600000381469727,1437.0
2025-06-10,22.200000762939453,22.700000762939453,22.100000381469727,22.57999992370605,18395.0
2025-06-09,22.39999961853028,22.39999961853028,22.39999961853028,22.39999961853028,0.0
2025-06-06,22.39999961853028,22.39999961853028,22.39999961853028,22.39999961853028,0.0
2025-06-05,21.8700008392334,22.700000762939453,21.8700008392334,22.39999961853028,421.0
2025-06-04,22.01000022888184,22.489999771118164,22.0,22.39999961853028,13454.0
2025-06-03,22.96999931335449,23.799999237060547,22.020000457763672,22.1299991607666,15021.0
2025-06-02,23.239999771118164,23.350000381469727,21.51000022888184,22.14999961853028,69811.0
2025-05-30,21.799999237060547,21.799999237060547,20.770000457763672,21.229999542236328,1306.0
2025-05-29,20.799999237060547,22.020000457763672,20.51000022888184,20.75,3931.0
2025-05-28,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,0.0
2025-05-27,20.479999542236328,20.479999542236328,19.11000061035156,20.020000457763672,5807.0
2025-05-26,21.0,21.0,19.8700008392334,19.8799991607666,4419.0
