DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2025-11-19,188.33,188.33,188.33,188.33,0.0
2025-11-17,162.0500030517578,190.0,162.0500030517578,188.3300018310547,530.0
2025-11-14,179.97000122070312,181.0,179.97000122070312,180.02000427246094,145.0
2025-11-13,176.8000030517578,176.8000030517578,162.10000610351562,179.97000122070312,39.0
2025-11-12,179.5399932861328,179.5399932861328,174.0,179.97000122070312,10.0
2025-11-11,179.0,180.0,175.0,179.97000122070312,8.0
2025-11-10,178.0,178.0,172.0,179.97000122070312,28.0
2025-11-07,180.0,183.0,180.0,179.97000122070312,25.0
2025-11-06,166.0,188.97999572753903,166.0,179.97000122070312,211.0
2025-11-05,165.74000549316406,185.97999572753903,165.74000549316406,184.1600036621093,158.0
2025-11-04,184.3999938964844,184.3999938964844,183.8999938964844,184.1600036621093,228.0
2025-11-03,170.11000061035156,185.0,170.11000061035156,180.4100036621093,25.0
2025-10-31,188.0,193.0,175.02999877929688,180.4100036621093,13.0
2025-10-30,191.0,191.0,170.1699981689453,180.4100036621093,22.0
2025-10-29,179.99000549316406,189.9900054931641,179.99000549316406,180.4100036621093,430.0
2025-10-28,188.1000061035156,194.9900054931641,173.99000549316406,185.8999938964844,264.0
2025-10-27,200.94000244140625,200.94000244140625,180.10000610351562,192.6000061035156,22.0
2025-10-24,198.97999572753903,201.0,191.0,192.6000061035156,120.0
2025-10-23,200.3999938964844,200.3999938964844,192.6100006103516,192.6000061035156,7.0
2025-10-22,203.47999572753903,203.47999572753903,190.1499938964844,192.6000061035156,170.0
2025-10-21,202.9900054931641,202.9900054931641,195.69000244140625,195.77999877929688,257.0
2025-10-20,204.0,204.0,191.5,195.67999267578125,502.0
2025-10-17,204.0,204.0,190.0,194.3000030517578,1098.0
2025-10-16,201.0,201.0,200.9600067138672,201.9199981689453,126.0
2025-10-15,199.97999572753903,202.97999572753903,199.08999633789065,201.9199981689453,202.0
2025-10-14,184.0678335721259,201.7818824833096,184.0678335721259,190.52999877929688,368.0
2025-10-13,197.922395927911,197.922395927911,188.02627613151543,193.587890625,69.0
2025-10-10,205.78980814598933,205.78980814598933,189.015888111155,193.587890625,14.0
2025-10-09,193.587890625,202.2766825982129,193.587890625,193.587890625,47.0
2025-10-08,194.97335645666365,202.37564983628897,185.8491327963645,193.587890625,271.0
2025-10-07,188.6596221923828,188.6596221923828,188.6596221923828,188.6596221923828,0.0
2025-10-06,199.010969869082,207.5216236081638,183.0782113792116,188.6596221923828,859.0
2025-10-03,211.77696231642824,211.77696231642824,189.0158869272794,199.0010681152344,970.0
2025-10-02,207.6205943084936,209.7977376222533,181.1088811782792,207.70965576171875,9179.0
2025-10-01,202.91994120560148,210.39151473675668,197.92239764500889,200.7427978515625,447.0
2025-09-30,207.81851196289065,209.79773588634671,192.99412900428285,207.81851196289065,133.0
2025-09-29,211.7274761916604,216.91304830721623,192.97433253696985,207.81851196289065,804.0
2025-09-26,210.7873484922708,218.65476059199668,189.12474318785087,206.3736724853516,2925.0
2025-09-25,199.9016226405006,216.62605928664803,195.94317466742137,210.1144256591797,8445.0
2025-09-24,206.33410265062184,207.81852065530256,197.9224006240977,201.2474975585937,3645.0
2025-09-23,220.07980346679688,220.07980346679688,220.07980346679688,220.07980346679688,0.0
2025-09-22,244.4341544381024,251.36143816711743,220.07980346679688,220.07980346679688,23451.0
2025-09-19,277.09135500390084,285.00825086115515,244.5331268310547,244.5331268310547,14136.0
2025-09-18,266.2056151855186,286.98746618513155,252.36093853586607,271.7078552246094,17342.0
2025-09-17,325.5823415733241,336.51754187724936,275.3397521972656,275.3397521972656,26649.0
2025-09-16,269.17444792149973,311.727761379678,269.17444792149973,305.9286499023437,9262.0
2025-09-15,247.5019730044808,284.3254279259489,247.5019730044808,283.3852844238281,4670.0
2025-09-12,252.3510452670589,267.27438006754693,245.42376167149257,258.47674560546875,3038.0
2025-09-11,232.5588180861241,245.42377398025013,232.5588180861241,242.9794311523437,3946.0
2025-09-10,245.86909156770943,245.86909156770943,236.51726144687447,242.84088134765625,565.0
2025-09-09,227.61075352409165,246.4133809891253,227.61075352409165,245.8295135498047,1587.0
2025-09-08,244.4341520550236,246.4133759583032,223.42469454978965,225.9086151123047,679.0
2025-09-05,244.4044651392164,244.4044651392164,242.4549283845913,243.93934631347656,531.0
2025-09-04,226.621151598342,239.48610780261467,213.7561953940693,225.8591461181641,2719.0
2025-09-03,233.5484290515816,246.41338488916875,206.9476539953117,224.0778350830078,2148.0
2025-09-02,232.568709027341,248.7389804683756,227.7097256181643,229.9462432861328,1308.0
2025-09-01,222.66269405198943,261.2575610210009,222.66269405198943,245.3643951416016,1195.0
2025-08-29,271.5990253462158,272.1235184979346,247.4029998779297,247.4029998779297,2035.0
2025-08-28,252.3609559823856,276.8934313333378,252.3609559823856,263.1972045898437,374.0
2025-08-27,259.2783537171884,272.14331019933894,252.45003670139025,271.1141052246094,458.0
2025-08-26,277.09136114346234,285.0082571761327,267.3733640152247,272.3807983398437,572.0
2025-08-25,262.24717415664526,303.5337870847252,252.3510543771492,291.8266906738281,9491.0
2025-08-22,272.14328366474484,277.0913433677402,271.1536717241458,275.9433898925781,165.0
2025-08-21,247.4030052812301,272.14330580935314,247.4030052812301,271.7474670410156,14928.0
2025-08-20,239.486103881836,257.2991198730469,236.5172678833008,247.4029998779297,10418.0
2025-08-19,270.1640695132366,270.1640695132366,237.50687429735083,247.4227905273437,5410.0
2025-08-18,252.2026184716008,252.21250915527344,241.0793744099164,252.21250915527344,17513.0
2025-08-15,211.77696470161163,229.5899804241771,210.75766556550948,229.283203125,2744.0
2025-08-13,213.7561829369525,213.7561829369525,188.0262720278749,210.7576599121093,8714.0
2025-08-12,178.6249685445456,198.92190551757807,178.13016253749697,198.92190551757807,11577.0
2025-08-11,181.00003176868407,192.212337727102,160.31714666498107,180.8417053222656,26521.0
2025-08-08,166.25481217439938,175.4977844176469,166.25481217439938,174.7357940673828,48613.0
2025-08-07,146.47246159925518,161.4551861551338,143.49373501875974,159.5452423095703,42333.0
2025-08-06,146.70997101426912,170.9455730111756,144.86929219044987,146.7792510986328,16179.0
2025-08-05,163.28598245872433,168.2043553808066,148.4714893876285,160.96038818359375,11256.0
2025-08-04,152.9148406982422,152.9148406982422,150.4210143894959,152.9148406982422,17546.0
2025-08-01,126.37345335688352,139.01080322265625,126.37345335688352,139.01080322265625,5466.0
2025-07-31,127.65994216476696,134.32993217598818,110.4901762596112,126.37344360351562,8474.0
2025-07-30,113.80538015654592,122.46448516845705,110.83654415246212,122.46448516845705,8402.0
2025-07-29,106.87809082031252,117.89246912846652,102.91964301215278,111.3313446044922,21000.0
2025-07-28,107.17498016357422,107.17498016357422,107.17498016357422,107.17498016357422,0.0
