TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,Date,Open,High,Low,Close,Volume
"Nov 19, 2025",95.03,95.03,95.03,95.03,0.0,,,,,,
"Nov 17, 2025",95.83000183105467,95.83000183105467,94.5,95.02999877929688,37.0,,,,,,
"Nov 14, 2025",95.80999755859376,95.80999755859376,95.80999755859376,95.02999877929688,6.0,,,,,,
"Nov 13, 2025",95.80999755859376,95.80999755859376,95.6999969482422,95.02999877929688,3.0,,,,,,
"Nov 12, 2025",95.75,95.75,95.75,95.02999877929688,7.0,,,,,,
"Nov 11, 2025",95.0,95.62999725341795,95.0,95.02999877929688,7.0,,,,,,
"Nov 10, 2025",90.83000183105467,96.48999786376952,85.0199966430664,95.02999877929688,2151.0,,,,,,
"Nov 07, 2025",103.0,103.0,84.51000213623047,90.83000183105467,388.0,,,,,,
"Nov 06, 2025",96.0,98.77999877929688,90.0,93.83999633789062,1132.0,,,,,,
"Nov 05, 2025",98.87999725341795,98.87999725341795,98.8000030517578,99.9800033569336,11.0,,,,,,
"Nov 04, 2025",99.9800033569336,99.9800033569336,99.9800033569336,99.9800033569336,0.0,,,,,,
"Nov 03, 2025",95.0,99.98999786376952,90.0,99.9800033569336,599.0,,,,,,
"Oct 31, 2025",91.19000244140624,98.7699966430664,91.19000244140624,98.7699966430664,1913.0,,,,,,
"Oct 30, 2025",91.43000030517578,91.5,89.2699966430664,91.19000244140624,2244.0,,,,,,
"Oct 29, 2025",99.0,100.0,94.20999908447266,99.19000244140624,231.0,,,,,,
"Oct 28, 2025",99.25,99.4000015258789,99.25,99.19000244140624,9.0,,,,,,
"Oct 27, 2025",94.0,94.0,93.55999755859376,99.19000244140624,55.0,,,,,,
"Oct 24, 2025",96.29000091552734,100.0,93.5199966430664,99.19000244140624,268.0,,,,,,
"Oct 23, 2025",103.0,104.98999786376952,93.62999725341795,96.29000091552734,1478.0,,,,,,
"Oct 22, 2025",102.54000091552734,105.0,97.11000061035156,104.01000213623048,3376.0,,,,,,
"Oct 21, 2025",106.33000183105467,109.97000122070312,100.0,102.5500030517578,2120.0,,,,,,
"Oct 20, 2025",116.98999786376952,116.98999786376952,102.01000213623048,106.33000183105467,2143.0,,,,,,
"Oct 17, 2025",120.01000213623048,126.87000274658205,104.22000122070312,113.0,32376.0,,,,,,
"Oct 16, 2025",104.87608138148208,115.33999633789062,95.76458098110196,115.33999633789062,25901.0,,,,,,
"Oct 15, 2025",99.5750238282668,111.47032023592936,91.46055178372596,104.85633850097656,6929.0,,,,,,
"Oct 14, 2025",120.91746578474812,120.91746578474812,101.2334615192648,101.3321762084961,3926.0,,,,,,
"Oct 13, 2025",102.74381606098972,112.56607430726676,99.20977452412514,112.30941009521484,15686.0,,,,,,
"Oct 10, 2025",93.4052637019619,102.32920837402344,86.92947637704114,102.32920837402344,1395.0,,,,,,
"Oct 09, 2025",81.50008472079779,93.03013610839844,81.50008472079779,93.03013610839844,11429.0,,,,,,
"Oct 08, 2025",83.66197275289969,95.51778952556732,83.51389695855191,84.57015991210938,20587.0,,,,,,
"Oct 07, 2025",84.85643768310547,84.85643768310547,84.85643768310547,84.85643768310547,0.0,,,,,,
"Oct 06, 2025",91.93438683726023,97.72903001513542,82.74391177822342,84.85643768310547,6477.0,,,,,,
"Oct 03, 2025",86.87024925174504,94.91562043305416,78.24245615077483,91.93438720703124,812.0,,,,,,
