symbol,prediction_date,actual_date,predicted_price,actual_price,error_abs,error_pct,direction_correct,confidence
PRWM,2025-11-19,2025-11-24,49.61435804911585,50.0,0.38564195088414976,0.7712839017682995,False,0.6575078308582305
PSO,2025-11-19,2025-11-24,431.10602228670393,445.46,14.353977713296047,3.222282070959468,False,0.6914755642414092
PSX,2025-11-19,2025-11-24,42.69356017816902,41.85,0.843560178169021,2.0156754556010057,False,0.6033642768859863
PSYL,2025-11-19,2025-11-24,59.803851259191774,62.25,2.4461487408082263,3.9295562101336965,False,0.5613539695739745
PTC,2025-11-19,2025-11-24,35.74981534725145,39.19,3.440184652748549,8.778220599001147,False,0.6563352823257446
QUET,2025-11-19,2025-11-24,17.86969639778137,16.99,0.8796963977813732,5.177730416606082,False,0.6334202885627747
QUICE,2025-11-19,2025-11-24,9.95847453153863,9.63,0.32847453153862993,3.4109504832671846,False,0.5372772753238677
REDCO,2025-11-19,2025-11-24,21.07724554827705,22.82,1.7427544517229485,7.636960787567697,False,0.4655998587608337
REWM,2025-11-19,2025-11-24,183.5653522938458,184.34,0.7746477061542123,0.42022768045687986,False,0.6503832936286926
RICL,2025-11-19,2025-11-24,16.89853666496277,16.95,0.051463335037229996,0.30361849579486727,False,0.522237753868103
RMPL,2025-11-19,2025-11-24,9349.455799507386,9408.16,58.70420049261338,0.6239711111695951,False,0.4509482383728027
RPL,2025-11-19,2025-11-24,18.2172804550798,18.12,0.09728045507979743,0.5368678536412662,False,0.4430864930152893
RUBY,2025-11-19,2025-11-24,13.330327619552612,12.57,0.7603276195526121,6.0487479678012095,False,0.5304654121398925
RUPL,2025-11-19,2025-11-24,36.73572390365601,36.38,0.35572390365600626,0.9778007247278895,False,0.6249772548675536
SAIF,2025-11-19,2025-11-24,22.91482095041929,28.62,5.70517904958071,19.934238468136652,False,0.3997917771339416
SANSM,2025-11-19,2025-11-24,62.3458942011662,64.5,2.154105798833797,3.3396989129206154,False,0.4386250257492065
SAPT,2025-11-19,2025-11-24,1381.2593632330895,1397.42,16.160636766910557,1.1564623926171484,False,0.6127287685871123
SARC,2025-11-19,2025-11-24,75.65274948690559,76.32,0.6672505130944018,0.8742800223983253,False,0.628400981426239
SAZEW,2025-11-19,2025-11-24,1732.757075643988,1702.66,30.097075643987864,1.7676503614337487,False,0.3894010603427886
SBL,2025-11-19,2025-11-24,11.813039175389326,11.64,0.17303917538932545,1.4865908538601842,False,0.6394150435924529
SCBPL,2025-11-19,2025-11-24,63.33733984768651,63.75,0.4126601523134923,0.6473100428446937,False,0.6209099054336548
SCL,2025-11-19,2025-11-24,368.01719791844937,543.05,175.03280208155059,32.231433952960245,False,0.6824310481548309
SEARL,2025-11-19,2025-11-24,105.61428048133853,102.73,2.8842804813385214,2.807632124343932,False,0.5119004011154175
SEL,2025-11-19,2025-11-24,23.10634178200371,19.97,3.1363417820037114,15.705266810233908,False,0.6743428707122803
SEPL,2025-11-19,2025-11-24,161.84701934520763,158.45,3.3970193452076387,2.1439061818918517,False,0.4266217052936554
SERT,2025-11-19,2025-11-24,40.45037392902374,40.0,0.4503739290237405,1.1259348225593513,False,0.6433688640594482
SFL,2025-11-19,2025-11-24,1240.6478542335858,1253.2,12.552145766414242,1.001607545995391,False,0.4338473796844482
SHCM,2025-11-19,2025-11-24,59.717417309638165,62.84,3.1225826903618383,4.969100398411582,False,0.6870055854320526
SHDT,2025-11-19,2025-11-24,55.94954591233,55.12,0.8295459123300049,1.5049816987119102,False,0.358931279182434
SHEZ,2025-11-19,2025-11-24,271.21861147646564,276.4,5.181388523534338,1.87459787392704,False,0.4177162528038025
SHFA,2025-11-19,2025-11-24,509.803485588193,511.87,2.0665144118070202,0.40371860273253374,False,0.5096006155014038
SHJS,2025-11-19,2025-11-24,182.2059555323524,180.25,1.955955532352391,1.0851348307086772,False,0.612318754196167
SHNI,2025-11-19,2025-11-24,11.358091858091637,9.51,1.848091858091637,19.43314256668388,False,0.6264795422554016
SHSML,2025-11-19,2025-11-24,452.4703751587163,436.76,15.710375158716317,3.5970270076738524,False,0.5116444706916808
SIBL,2025-11-19,2025-11-24,8.444901460886001,8.7,0.25509853911399816,2.9321671162528524,False,0.5671908438205718
SIEM,2025-11-19,2025-11-24,1539.299261971884,1588.59,49.29073802811581,3.1027979546714892,False,0.6046350836753844
SINDM,2025-11-19,2025-11-24,16.83068074816334,16.5,0.3306807481633385,2.0041257464444757,False,0.5646682977676392
SITC,2025-11-19,2025-11-24,846.5456817626953,865.0,18.454318237304733,2.133447195064131,False,0.3555915832519531
SKRS,2025-11-19,2025-11-24,37.201572944919256,36.94,0.26157294491925853,0.7081021789909544,False,0.5004726946353912
SLYT,2025-11-19,2025-11-24,13.197600770149382,11.67,1.5276007701493821,13.089980892454003,False,0.6736803889274596
SMCPL,2025-11-19,2025-11-24,41.340017313712096,45.18,3.839982686287904,8.499297667746578,False,0.4422002077102661
SML,2025-11-19,2025-11-24,64.65635915279388,68.39,3.733640847206118,5.459337399043893,False,0.4625934481620788
SNAI,2025-11-19,2025-11-24,27.414030410870005,28.54,1.1259695891299941,3.9452333186054456,False,0.3654845416545867
SNBL,2025-11-19,2025-11-24,25.621232633712594,25.95,0.3287673662874049,1.266926267003487,False,0.5725949645042419
SNGP,2025-11-19,2025-11-24,119.6227825798934,116.64,2.982782579893396,2.5572552982625134,False,0.5070353865623474
SPEL,2025-11-19,2025-11-24,55.781914781310846,53.54,2.2419147813108466,4.187364178765122,False,0.5116291165351867
SPL,2025-11-19,2025-11-24,38.92820611000548,56.1,17.171793889994518,30.60925827093497,False,0.4067250967025757
SPWL,2025-11-19,2025-11-24,10.743818619117356,10.43,0.313818619117356,3.008807469965062,False,0.4551747620105743
SRVI,2025-11-19,2025-11-24,1379.7844611486355,1370.59,9.194461148635583,0.6708396492485413,False,0.4401341974735259
SSGC,2025-11-19,2025-11-24,32.71405863090104,32.59,0.12405863090103963,0.3806647158669519,False,0.464503788948059
SSML,2025-11-19,2025-11-24,22.846995172500613,25.94,3.0930048274993887,11.923688617962176,False,0.5820835828781128
SSOM,2025-11-19,2025-11-24,461.5096604770808,450.41,11.09966047708076,2.46434592417592,False,0.5670450210571288
STCL,2025-11-19,2025-11-24,15.292525836681722,16.3,1.0074741633182782,6.180823087842198,False,0.3592285573482513
STJT,2025-11-19,2025-11-24,99.50415223928324,101.9,2.3958477607167623,2.3511754275925045,False,0.6336622834205627
STML,2025-11-19,2025-11-24,31.25435158896446,30.97,0.2843515889644621,0.9181517241345241,False,0.6823566973209381
STPL,2025-11-19,2025-11-24,8.146033944808238,7.91,0.2360339448082378,2.9839942453633097,False,0.3633320808410644
SURC,2025-11-19,2025-11-24,120.59171437960768,123.47,2.878285620392319,2.3311619181925316,False,0.3600600600242614
SUTM,2025-11-19,2025-11-24,129.02645999631116,139.06,10.033540003688842,7.2152596028252844,False,0.6218505978584289
SYS,2025-11-19,2025-11-24,147.5597078136905,145.87,1.6897078136904895,1.158365540337622,False,0.419174063205719
TATM,2025-11-19,2025-11-24,185.6270919198754,152.03,33.597091919875396,22.098988304857855,False,0.6331109523773193
TELE,2025-11-19,2025-11-24,12.353894404683794,11.46,0.8938944046837936,7.80012569532106,False,0.5357414424419402
TGL,2025-11-19,2025-11-24,191.44850454652808,207.87,16.42149545347192,7.8998871667253185,False,0.4598692536354065
THALL,2025-11-19,2025-11-24,532.3199774789811,540.1,7.780022521018964,1.440478156085718,False,0.3830151498317718
THCCL,2025-11-19,2025-11-24,90.65460768947013,85.71,4.944607689470132,5.768997420919534,False,0.4564532876014709
TICL,2025-11-19,2025-11-24,625.1814275979996,715.59,90.40857240200046,12.634130214508371,False,0.6692461669445038
TOMCL,2025-11-19,2025-11-24,56.16951900053024,51.47,4.699519000530238,9.130598407869122,False,0.5118068575859069
TOWL,2025-11-19,2025-11-24,153.98379343032838,155.82,1.8362065696716172,1.1784152032291215,False,0.5736649990081787
TPL,2025-11-19,2025-11-24,8.04856283443496,7.35,0.698562834434961,9.504256250815796,False,0.4481786489486694
TPLI,2025-11-19,2025-11-24,23.306797012056904,22.21,1.0967970120569035,4.938302620697449,False,0.534342336654663
TPLP,2025-11-19,2025-11-24,11.701898188250231,11.04,0.6618981882502322,5.995454603715872,False,0.5062827825546264
TPLT,2025-11-19,2025-11-24,7.451540286540986,7.17,0.2815402865409862,3.926642769051411,False,0.5653633236885071
TREET,2025-11-19,2025-11-24,33.31654166282293,31.66,1.656541662822928,5.232285732226557,False,0.4011864602565765
TRG,2025-11-19,2025-11-24,70.15574203477424,71.73,1.5742579652257689,2.194699519344443,False,0.3778383791446685
TRIPF,2025-11-19,2025-11-24,134.73784394073488,135.0,0.26215605926512353,0.19418967352972114,False,0.4818010807037353
TRSM,2025-11-19,2025-11-24,61.131257954665365,54.5,6.631257954665365,12.167445788376817,False,0.3545946896076202
TSBL,2025-11-19,2025-11-24,56.751956642268254,58.34,1.588043357731749,2.722048950517225,False,0.4388988971710205
TSMF,2025-11-19,2025-11-24,14.264953279475549,13.79,0.47495327947554955,3.4441862180968066,False,0.5185798764228821
TSML,2025-11-19,2025-11-24,221.92593106436624,201.44,20.48593106436624,10.169743379848214,False,0.4058199524879455
TSPL,2025-11-19,2025-11-24,12.8912021991433,12.76,0.131202199143301,1.028230400809569,False,0.5315983653068542
UBDL,2025-11-19,2025-11-24,27.326148048624106,27.87,0.5438519513758955,1.951388415414049,False,0.4381356120109558
UBL,2025-11-19,2025-11-24,371.754052522492,372.22,0.46594747750805254,0.12518066667778532,False,0.4136845350265503
UCAPM,2025-11-19,2025-11-24,6.334403692513058,6.64,0.3055963074869421,4.602354028417803,False,0.4889587044715881
UDPL,2025-11-19,2025-11-24,121.30428809489356,120.07,1.2342880948935715,1.0279737610506967,False,0.491840362548828
UNIC,2025-11-19,2025-11-24,15.018363484322965,15.23,0.21163651567703567,1.389602860650267,False,0.4730614781379699
UNITY,2025-11-19,2025-11-24,22.55308691256636,22.96,0.4069130874336402,1.7722695445716035,False,0.3626529514789581
UPFL,2025-11-19,2025-11-24,29278.15680714236,29150.0,128.15680714236078,0.4396459936273097,False,0.6570377767086029
UVIC,2025-11-19,2025-11-24,24.72326972346157,24.61,0.11326972346157049,0.4602589332042686,False,0.6907666862010955
WAHN,2025-11-19,2025-11-24,350.1988204828385,341.76,8.438820482838537,2.4692241581339354,False,0.395772910118103
WAVES,2025-11-19,2025-11-24,14.149779292383656,13.43,0.7197792923836559,5.359488401963186,False,0.3708173990249633
WTL,2025-11-19,2025-11-24,1.8288226599763744,1.9,0.07117734002362552,3.746175790717133,False,0.5315326929092407
YOUW,2025-11-19,2025-11-24,5.804125948742181,5.69,0.1141259487421804,2.005728448895965,False,0.3652252733707428
ZAHID,2025-11-19,2025-11-24,65.78706052684942,65.14,0.6470605268494154,0.9933382358756762,False,0.6376476883888245
ZIL,2025-11-19,2025-11-24,560.716582497314,584.84,24.12341750268604,4.12478925905992,False,0.4414355039596557
ZTL,2025-11-19,2025-11-24,15.10962597727874,15.0,0.10962597727873913,0.7308398485249276,False,0.5774313151836394
