symbol,prediction_date,actual_date,predicted_price,actual_price,error_abs,error_pct,direction_correct,confidence
BUXL,2025-11-19,2025-11-24,137.81395731587546,151.94,14.126042684124542,9.29711904970682,False,0.5087888479232788
BWCL,2025-11-19,2025-11-24,549.904466580089,545.92,3.9844665800890198,0.7298627234922737,False,0.6170599341392516
BWHL,2025-11-19,2025-11-24,177.22953671827332,177.0,0.229536718273323,0.12968176173634066,False,0.3934192597866058
CCM,2025-11-19,2025-11-24,51.61948857124238,53.77,2.150511428757625,3.99946332296378,False,0.6903640985488891
CENI,2025-11-19,2025-11-24,54.80214767099238,59.08,4.277852329007615,7.240779162165903,False,0.5045715868473053
CEPB,2025-11-19,2025-11-24,31.060045862401303,32.05,0.9899541375986942,3.088780460526347,False,0.4247501254081726
CHAS,2025-11-19,2025-11-24,69.55838468551636,75.0,5.441615314483641,7.2554870859781895,False,0.5520191431045531
CHCC,2025-11-19,2025-11-24,329.6699136197932,319.42,10.249913619793176,3.208914163105997,False,0.3651188373565673
CLOV,2025-11-19,2025-11-24,37.78371120846744,41.45,3.6662887915325655,8.84508755496397,False,0.3574179351329803
COLG,2025-11-19,2025-11-24,1278.2386813194034,1264.63,13.608681319403331,1.0760998331055986,False,0.475496906042099
CPPL,2025-11-19,2025-11-24,98.06094963076832,99.02,0.9590503692316759,0.9685420816316662,False,0.5489150166511535
CRTM,2025-11-19,2025-11-24,23.383265991449846,23.92,0.5367340085501553,2.24387127320299,False,0.397582197189331
CSAP,2025-11-19,2025-11-24,97.25914339301792,97.81,0.5508566069820802,0.5631904784603621,False,0.5194668292999267
CSIL,2025-11-19,2025-11-24,5.08352604765385,5.1,0.0164739523461499,0.32301867345391966,False,0.4533233761787414
CTM,2025-11-19,2025-11-24,6.616592609780136,6.26,0.3565926097801366,5.69636756837279,False,0.5702902972698212
CWSM,2025-11-19,2025-11-24,39.71232133606991,42.72,3.0076786639300863,7.040446310697767,False,0.3679031133651733
CYAN,2025-11-19,2025-11-24,49.89187250482807,48.67,1.2218725048280703,2.5105249739635718,False,0.5024149537086486
DAAG,2025-11-19,2025-11-24,94.5091708946228,91.25,3.259170894622798,3.5716941310934773,False,0.452079439163208
DADX,2025-11-19,2025-11-24,57.88465758157471,62.5,4.615342418425293,7.384547869480468,False,0.5039946377277374
DCL,2025-11-19,2025-11-24,12.585980062461356,12.66,0.07401993753864389,0.5846756519640117,False,0.5115901470184326
DCR,2025-11-19,2025-11-24,32.238330052949735,32.39,0.15166994705026582,0.4682616457248096,False,0.4074510395526886
DEL,2025-11-19,2025-11-24,26.71644416226396,23.45,3.266444162263962,13.929399412639498,False,0.5797494590282439
DFML,2025-11-19,2025-11-24,27.56477494720894,26.8,0.764774947208938,2.8536378627199177,False,0.4271573483943939
DFSM,2025-11-19,2025-11-24,5.263341682545338,5.24,0.02334168254533786,0.44545195697209655,False,0.6052111983299255
DGKC,2025-11-19,2025-11-24,226.35619283172912,218.3,8.056192831729106,3.690422735560745,False,0.3594858646392822
DINT,2025-11-19,2025-11-24,69.45099267482757,70.0,0.5490073251724255,0.7842961788177507,False,0.6862591564655304
DLL,2025-11-19,2025-11-24,472.9537381724512,488.86,15.906261827548803,3.2537458224335807,False,0.4413771748542785
DNCC,2025-11-19,2025-11-24,19.659017547603494,25.52,5.860982452396506,22.966232180237093,False,0.6055632591247558
DOL,2025-11-19,2025-11-24,32.28613905330683,34.66,2.3738609466931635,6.8489929217921635,False,0.4418458938598632
DSIL,2025-11-19,2025-11-24,12.224982671671109,15.4,3.1750173283288916,20.616995638499297,False,0.5336612045764922
DSL,2025-11-19,2025-11-24,7.613735523084594,7.85,0.23626447691540609,3.009738559431925,False,0.3894280970096588
DWSM,2025-11-19,2025-11-24,7.700373421311378,7.49,0.21037342131137748,2.808723916039753,False,0.5603000819683075
DWTM,2025-11-19,2025-11-24,6.292997452345786,6.39,0.09700254765421334,1.5180367395025562,False,0.373850929737091
DYNO,2025-11-19,2025-11-24,270.29333983920515,274.25,3.956660160794854,1.4427202044830827,False,0.4049224853515625
ECOP,2025-11-19,2025-11-24,57.94689705997467,57.6,0.34689705997466547,0.6022518402337942,False,0.4702455759048461
EFERT,2025-11-19,2025-11-24,211.7778096940613,216.86,5.082190305938724,2.3435351406154767,False,0.3711757183074951
EFUG,2025-11-19,2025-11-24,124.17880111060144,126.0,1.8211988893985591,1.4453959439671105,False,0.4704037070274353
EFUL,2025-11-19,2025-11-24,154.68432834022047,152.52,2.1643283402204645,1.4190455941650042,False,0.53168585896492
ELCM,2025-11-19,2025-11-24,216.6943403156662,208.99,7.704340315666201,3.686463618195225,False,0.396201866865158
ELSM,2025-11-19,2025-11-24,125.45656368415236,125.84,0.38343631584764637,0.3047014588744806,False,0.6932412505149841
EMCO,2025-11-19,2025-11-24,74.8698260787964,73.76,1.109826078796388,1.5046449007543221,False,0.3871717453002929
EPCL,2025-11-19,2025-11-24,29.60089830086538,28.98,0.620898300865381,2.1425062141662563,False,0.5081065058708191
EPQL,2025-11-19,2025-11-24,29.04306596100007,30.06,1.0169340389999277,3.383014101796167,False,0.3508818626403808
ESBL,2025-11-19,2025-11-24,9.977647309909296,12.34,2.362352690090704,19.143862966699384,False,0.41985023021698
EXIDE,2025-11-19,2025-11-24,631.4765573324424,685.01,53.53344266755755,7.814987031949541,False,0.3949830889701843
FABL,2025-11-19,2025-11-24,84.2903731867276,80.97,3.3203731867276076,4.100744950880088,False,0.6078240752220153
FANM,2025-11-19,2025-11-24,7.877280378533193,8.37,0.49271962146680615,5.886733828755151,False,0.4160739421844482
FATIMA,2025-11-19,2025-11-24,134.11203746899037,138.63,4.51796253100963,3.2590078128901605,False,0.4530191302299499
FCCL,2025-11-19,2025-11-24,53.41231987141849,51.55,1.8623198714184923,3.61264766521531,False,0.4525403559207916
FCEPL,2025-11-19,2025-11-24,85.10648981465782,84.04,1.066489814657814,1.2690264334338575,False,0.6161131918430328
FCIBL,2025-11-19,2025-11-24,14.27667295969901,16.95,2.6733270403009897,15.771840945728552,False,0.5682746052742004
FCSC,2025-11-19,2025-11-24,7.58599346358098,6.94,0.6459934635809796,9.308263163991061,False,0.5046634197235107
FECM,2025-11-19,2025-11-24,24.28637817694693,29.23,4.943621823053071,16.91283552190582,False,0.443133807182312
FECTC,2025-11-19,2025-11-24,174.68774404530694,160.8,13.887744045306931,8.636656744593862,False,0.5015599608421325
FEM,2025-11-19,2025-11-24,11.506357344835491,11.07,0.43635734483549093,3.9418007663549317,False,0.4060353696346283
FEROZ,2025-11-19,2025-11-24,397.9198125558129,401.14,3.220187444187104,0.8027589979027533,False,0.5289655864238738
FFC,2025-11-19,2025-11-24,494.507548007731,565.56,71.05245199226897,12.563203195464492,False,0.5573783695697784
FFL,2025-11-19,2025-11-24,18.72265090404557,18.62,0.10265090404556787,0.5512937918666373,False,0.4063263893127441
FFLM,2025-11-19,2025-11-24,14.08675179593609,13.81,0.27675179593608945,2.003995625894927,False,0.5855165302753448
FHAM,2025-11-19,2025-11-24,35.191111069850926,35.5,0.3088889301490738,0.8701096623917572,False,0.377344125509262
FIBLM,2025-11-19,2025-11-24,12.222177272543512,12.25,0.027822727456488394,0.22712430576725223,False,0.553618311882019
FIMM,2025-11-19,2025-11-24,276.54670635521416,257.13,19.41670635521416,7.551318926307378,False,0.6916168391704559
FLYNG,2025-11-19,2025-11-24,54.96612756399568,57.06,2.0938724360043253,3.6695976796430516,False,0.638229101896286
FML,2025-11-19,2025-11-24,69.41387181472778,68.56,0.853871814727782,1.2454373026951313,False,0.5248374462127685
FNEL,2025-11-19,2025-11-24,23.335341007709246,24.26,0.9246589922907553,3.8114550382966,False,0.5483954787254333
FPJM,2025-11-19,2025-11-24,9.333970547886976,9.19,0.14397054788697616,1.5666000858212858,False,0.4293802797794341
FPRM,2025-11-19,2025-11-24,13.65336707353592,13.0,0.6533670735359198,5.025900565660922,False,0.6149368047714233
FRCL,2025-11-19,2025-11-24,86.47445675969462,100.23,13.755543240305386,13.72397809069678,False,0.3601338267326355
FRSM,2025-11-19,2025-11-24,55.25379761409759,54.66,0.5937976140975962,1.0863476291576954,False,0.3881569147109985
FTMM,2025-11-19,2025-11-24,17.529678823639696,22.8,5.270321176360305,23.11544375596625,False,0.5964912056922912
FTSM,2025-11-19,2025-11-24,13.03495581487459,12.64,0.39495581487458864,3.124650434134404,False,0.5740270733833313
FZCM,2025-11-19,2025-11-24,221.06834584015337,222.01,0.941654159846621,0.42414943464106175,False,0.402514386177063
GADT,2025-11-19,2025-11-24,361.478050971508,341.57,19.908050971508032,5.828395635304047,False,0.3668609917163848
GAMON,2025-11-19,2025-11-24,24.367372908509644,24.0,0.367372908509644,1.5307204521235165,False,0.5091754555702209
GATI,2025-11-19,2025-11-24,110.52294794681468,112.55,2.027052053185315,1.8010235923459041,False,0.6421028971672058
GATM,2025-11-19,2025-11-24,26.75955846876016,27.39,0.630441531239839,2.3017215452348996,False,0.4257018327713012
GFIL,2025-11-19,2025-11-24,14.6643097845768,14.49,0.17430978457679913,1.2029660771345696,False,0.4493130207061767
GGGL,2025-11-19,2025-11-24,10.106559730345149,10.87,0.7634402696548506,7.023369546042783,False,0.4049641668796539
GGL,2025-11-19,2025-11-24,24.66708142409316,27.23,2.562918575906842,9.412113756543672,False,0.4338626503944396
GHGL,2025-11-19,2025-11-24,33.91103235912264,34.29,0.3789676408773559,1.1051841378750538,False,0.5613759577274322
GHNI,2025-11-19,2025-11-24,790.6978593457943,787.89,2.807859345794327,0.356377076215503,False,0.5139895677566528
GLAXO,2025-11-19,2025-11-24,388.0793629679024,386.33,1.7493629679024139,0.45281571917852975,False,0.462159776687622
GLPL,2025-11-19,2025-11-24,363.1598128462701,343.8,19.359812846270074,5.631126482335682,False,0.3981881856918334
GOC,2025-11-19,2025-11-24,117.10087264823912,122.54,5.439127351760888,4.438654604015739,False,0.6667257905006408
GRYL,2025-11-19,2025-11-24,26.20345834690013,27.29,1.086541653099868,3.98146446720362,False,0.5855694353580474
GTYR,2025-11-19,2025-11-24,38.39037407332859,37.48,0.9103740733285903,2.428959640684606,False,0.4590953707695007
GVGL,2025-11-19,2025-11-24,57.00144743518429,60.17,3.1685525648157125,5.266000606308314,False,0.527297282218933
GWLC,2025-11-19,2025-11-24,64.50199513735939,60.63,3.8719951373593844,6.386269400229894,False,0.4963876128196716
HABSM,2025-11-19,2025-11-24,83.47824624333511,82.83,0.6482462433351088,0.7826225320959903,False,0.4502296805381774
HASCOL,2025-11-19,2025-11-24,14.488946171207058,14.18,0.30894617120705803,2.178745918244415,False,0.5464474201202392
HBL,2025-11-19,2025-11-24,285.4046050619845,293.45,8.045394938015477,2.741657842227118,False,0.6256394445896148
HCAR,2025-11-19,2025-11-24,283.4577145698612,280.51,2.947714569861205,1.0508411713882588,False,0.4399110198020934
HGFA,2025-11-19,2025-11-24,17.391386452370718,17.5,0.10861354762928244,0.6206488435958997,False,0.3606432676315307
HICL,2025-11-19,2025-11-24,12.311398948915562,12.62,0.30860105108443747,2.445333209860836,False,0.6252063572406769
HIFA,2025-11-19,2025-11-24,6.182776895901266,6.16,0.022776895901265526,0.3697548035919728,False,0.5236339807510376
HINO,2025-11-19,2025-11-24,507.7271484947205,509.17,1.4428515052795206,0.28337323590932706,False,0.3899500131607055
HINOON,2025-11-19,2025-11-24,1114.2826050629765,1108.12,6.162605062976581,0.556131561832345,False,0.4474494934082031
HIRAT,2025-11-19,2025-11-24,5.339031906868955,5.24,0.09903190686895513,1.8899218868121208,False,0.5045992910861968
HMB,2025-11-19,2025-11-24,112.7337757347279,114.0,1.2662242652721005,1.1107230397123689,False,0.4241034150123596
HRPL,2025-11-19,2025-11-24,25.66457435327173,25.99,0.3254256467282701,1.2521186869113896,False,0.526712530851364
HTL,2025-11-19,2025-11-24,51.49135991596599,52.59,1.0986400840340167,2.089066522217183,False,0.5884649038314819
HUBC,2025-11-19,2025-11-24,213.0292558849236,216.37,3.3407441150764043,1.5439959860777392,False,0.3833538591861725
HUMNL,2025-11-19,2025-11-24,15.110483943260464,15.19,0.07951605673953566,0.5234763445657384,False,0.4580393970012664
IBLHL,2025-11-19,2025-11-24,67.15634012669668,76.77,9.61365987330332,12.52267796444356,False,0.6118540406227111
ICIBL,2025-11-19,2025-11-24,6.446211630608199,6.04,0.4062116306081993,6.725358122652307,False,0.3572447001934051
ICL,2025-11-19,2025-11-24,150.7527122800875,144.35,6.402712280087513,4.435547128567727,False,0.4192863404750824
IDRT,2025-11-19,2025-11-24,21.608944602292965,21.25,0.358944602292965,1.689151069613953,False,0.607415771484375
IDSM,2025-11-19,2025-11-24,26.81529895877838,23.76,3.05529895877838,12.859002351760857,False,0.5985681891441345
IDYM,2025-11-19,2025-11-24,162.55350003749518,164.0,1.4464999625048165,0.8820121722590344,False,0.6446523547172546
IGIHL,2025-11-19,2025-11-24,307.64055499504934,283.68,23.960554995049336,8.446332133054616,False,0.4317549169063568
IGIL,2025-11-19,2025-11-24,20.24299764594722,22.41,2.16700235405278,9.66980077667461,False,0.4600854635238647
ILP,2025-11-19,2025-11-24,75.81675062802432,74.7,1.1167506280243202,1.4949807604073897,False,0.6338818728923797
INDU,2025-11-19,2025-11-24,2019.5305530704727,2018.61,0.9205530704728062,0.0456033146805379,False,0.404505169391632
INIL,2025-11-19,2025-11-24,188.6513994922969,188.17,0.4813994922969016,0.25583222208476464,False,0.5295195460319518
INKL,2025-11-19,2025-11-24,86.13743266876152,109.96,23.822567331238474,21.66475748566613,False,0.5710474908351898
ISIL,2025-11-19,2025-11-24,1964.6352611498048,1951.29,13.345261149804855,0.6839199273201244,False,0.4658085584640503
ISL,2025-11-19,2025-11-24,89.09465456884479,90.0,0.9053454311552116,1.005939367950235,False,0.3768218338489532
ITTEFAQ,2025-11-19,2025-11-24,9.088820233238938,9.14,0.05117976676106295,0.5599536844755246,False,0.3946593165397644
JATM,2025-11-19,2025-11-24,22.34660581827164,22.87,0.52339418172836,2.2885622288078706,False,0.596532928943634
JDMT,2025-11-19,2025-11-24,121.40381111009472,113.96,7.443811110094728,6.531950781058906,False,0.6837739527225494
JDWS,2025-11-19,2025-11-24,801.776381376941,805.01,3.2336186230589874,0.4016867645195696,False,0.5696122527122497
JGICL,2025-11-19,2025-11-24,81.34765330252213,80.2,1.14765330252213,1.4309891552645013,False,0.6431369245052337
JKSM,2025-11-19,2025-11-24,186.96920694880663,189.57,2.6007930511933637,1.371943372471047,False,0.632238894701004
JLICL,2025-11-19,2025-11-24,171.27191041946412,169.0,2.2719104194641204,1.3443256919906037,False,0.3703944087028503
JSBL,2025-11-19,2025-11-24,19.01102236112269,19.2,0.1889776388773079,0.984258535819312,False,0.4076218128204345
JSCL,2025-11-19,2025-11-24,24.133299237761584,24.05,0.0832992377615831,0.3463585769712395,False,0.3761391162872314
JSGCL,2025-11-19,2025-11-24,148.04523016834258,145.01,3.0352301683425935,2.093117832109919,False,0.560686981678009
JSIL,2025-11-19,2025-11-24,43.68944699698724,41.19,2.4994469969872455,6.068091762532765,False,0.4885778963565826
JSML,2025-11-19,2025-11-24,57.07206110028282,53.54,3.5320611002828244,6.597050990442332,False,0.6361071407794952
JUBS,2025-11-19,2025-11-24,22.44666705521216,22.12,0.3266670552121589,1.4767950054799226,False,0.5936577796936034
JVDC,2025-11-19,2025-11-24,73.14130415395249,73.69,0.548695846047508,0.7446001439103108,False,0.4033230662345886
KAPCO,2025-11-19,2025-11-24,30.240732981159702,29.98,0.2607329811597019,0.8696897303525747,False,0.46755793094635
KCL,2025-11-19,2025-11-24,174.37471834013553,171.57,2.804718340135537,1.6347370403541044,False,0.6748237311840057
KEL,2025-11-19,2025-11-24,5.759273334308267,5.63,0.12927333430826682,2.2961515862924835,False,0.6144137620925902
KHTC,2025-11-19,2025-11-24,393.04900354693336,400.03,6.980996453066609,1.7451182293994474,False,0.4338014841079711
KHYT,2025-11-19,2025-11-24,1901.053707513809,1799.5,101.55370751380906,5.643440261951045,False,0.4098432421684265
KML,2025-11-19,2025-11-24,15.384336438125834,15.21,0.17433643812583277,1.1461961743973226,False,0.4282383561134338
KOHC,2025-11-19,2025-11-24,103.03615175470873,100.38,2.6561517547087306,2.6460965876755638,False,0.4342055737972259
KOHE,2025-11-19,2025-11-24,17.61531764268875,17.5,0.11531764268875122,0.6589579582214355,False,0.5765882134437561
KOHP,2025-11-19,2025-11-24,43.106114713781125,52.46,9.353885286218876,17.83050950480152,False,0.3589566886425018
KOIL,2025-11-19,2025-11-24,61.085693794980784,55.58,5.505693794980786,9.905890239260142,False,0.4690315127372741
KOSM,2025-11-19,2025-11-24,7.153906574707382,7.15,0.003906574707381871,0.054637408494851346,False,0.5601608514785766
KPUS,2025-11-19,2025-11-24,148.41684588187672,127.0,21.416845881876725,16.863658174706085,False,0.3658440709114074
KSBP,2025-11-19,2025-11-24,220.5606538973919,212.48,8.080653897391898,3.803018588757482,False,0.3671419143676757
KTML,2025-11-19,2025-11-24,68.74428758018665,56.82,11.92428758018665,20.98607458674173,False,0.3890261352062225
LEUL,2025-11-19,2025-11-24,48.52127504137596,49.02,0.4987249586240452,1.0173907764668404,False,0.5532171428203583
LOADS,2025-11-19,2025-11-24,18.498446561530724,18.3,0.19844656153072293,1.0844074400585952,False,0.5245018243789673
LOTCHEM,2025-11-19,2025-11-24,27.625556121559093,27.61,0.015556121559093583,0.056342345378825,False,0.5490565836429595
LPGL,2025-11-19,2025-11-24,91.77920927634712,99.18,7.400790723652889,7.461978951051511,False,0.4087854743003845
LPL,2025-11-19,2025-11-24,26.669581014769577,27.47,0.8004189852304222,2.9137931752108566,False,0.4582847714424133
LUCK,2025-11-19,2025-11-24,430.6341145769353,426.98,3.654114576935285,0.855804622449596,False,0.4036714971065521
MACFL,2025-11-19,2025-11-24,24.694554460566327,24.23,0.4645544605663261,1.917269750583269,False,0.4435711085796356
MACTER,2025-11-19,2025-11-24,347.03574287028414,343.3,3.7357428702841275,1.0881860967911818,False,0.4076258182525634
MARI,2025-11-19,2025-11-24,696.6574454150086,698.21,1.5525545849914124,0.22236212385835383,False,0.3578389644622802
MCB,2025-11-19,2025-11-24,348.89750889129573,349.44,0.5424911087042688,0.1552458529945824,False,0.439794361591339
MDTL,2025-11-19,2025-11-24,4.705780474827407,4.47,0.23578047482740683,5.274730980478901,False,0.6316853523254394
MEBL,2025-11-19,2025-11-24,424.5504785652517,413.27,11.280478565251713,2.7295662799747653,False,0.4693393468856811
MEHT,2025-11-19,2025-11-24,278.80810530982035,298.91,20.101894690179677,6.725065969749982,False,0.6237868070602417
MERIT,2025-11-19,2025-11-24,13.394855017472912,13.0,0.39485501747291174,3.0373462882531674,False,0.4917297959327697
MFFL,2025-11-19,2025-11-24,196.04198579667465,196.46,0.418014203325356,0.21277318707388576,False,0.3954367458820342
MFL,2025-11-19,2025-11-24,55.93089989810495,77.94,22.00910010189505,28.23851693853612,False,0.5118399024009704
MLCF,2025-11-19,2025-11-24,102.04005396946872,104.67,2.6299460305312863,2.5126072709766754,False,0.4690511643886565
MQTM,2025-11-19,2025-11-24,27.819346786499025,32.52,4.700653213500978,14.454653178047286,False,0.5645412921905517
MRNS,2025-11-19,2025-11-24,74.11563277955645,71.01,3.1056327795564442,4.3735146874474635,False,0.6147116661071776
MSCL,2025-11-19,2025-11-24,13.152315759420397,14.03,0.8776842405796028,6.255767930004296,False,0.6450846076011657
MSOT,2025-11-19,2025-11-24,47.6434712587042,69.06,21.4165287412958,31.01148094598291,False,0.5230813980102539
MTL,2025-11-19,2025-11-24,511.5364388313613,506.54,4.996438831361274,0.9863858394917034,False,0.4075184643268585
MUGHAL,2025-11-19,2025-11-24,82.9901959428795,81.56,1.430195942879493,1.753550690141605,False,0.3881706833839416
MUREB,2025-11-19,2025-11-24,1035.532687307366,1031.51,4.0226873073659135,0.38998044685615396,False,0.4578744649887085
NAGC,2025-11-19,2025-11-24,59.57066008031305,62.87,3.2993399196869504,5.247876442956816,False,0.6695341825485229
NATF,2025-11-19,2025-11-24,384.6144969642492,378.79,5.824496964249192,1.5376585876736957,False,0.4201014876365661
NBP,2025-11-19,2025-11-24,216.43627082088727,211.35,5.086270820887279,2.406562962331336,False,0.4519493043422699
NCL,2025-11-19,2025-11-24,43.61750052913656,43.01,0.6075005291365585,1.4124634483528447,False,0.5234456837177276
NCML,2025-11-19,2025-11-24,14.891923234462736,15.0,0.10807676553726431,0.7205117702484287,False,0.6304477989673614
NCPL,2025-11-19,2025-11-24,26.0146646428062,25.61,0.40466464280619974,1.580104032823896,False,0.5193676114082336
NESTLE,2025-11-19,2025-11-24,7962.913074781841,7996.56,33.646925218159595,0.42076749524995244,False,0.3878904283046722
NETSOL,2025-11-19,2025-11-24,128.8654076959247,126.86,2.0054076959246885,1.580803796251528,False,0.5496313214302062
NEXT,2025-11-19,2025-11-24,11.639800794343037,14.65,3.0101992056569635,20.547434850900775,False,0.4502063155174255
NICL,2025-11-19,2025-11-24,223.3448595220064,223.3,0.04485952200639076,0.02008935154786868,False,0.6398074090480804
NML,2025-11-19,2025-11-24,144.42221650719085,138.79,5.632216507190861,4.058085241869631,False,0.3666893005371093
NONS,2025-11-19,2025-11-24,84.00179113825163,85.24,1.2382088617483618,1.4526148073068534,False,0.5055993556976318
NPL,2025-11-19,2025-11-24,36.463317222157706,35.57,0.8933172221577053,2.5114344170866048,False,0.4906344354152679
NRL,2025-11-19,2025-11-24,373.1016647686497,414.98,41.87833523135032,10.091651460636735,False,0.4800742387771606
NRSL,2025-11-19,2025-11-24,33.39640734099652,33.61,0.21359265900348134,0.6355032996235684,False,0.5560669660568237
NSRM,2025-11-19,2025-11-24,90.8577459920071,95.33,4.472254007992902,4.691339565711635,False,0.6711119890213012
OGDC,2025-11-19,2025-11-24,247.4517539989564,250.79,3.3382460010435864,1.331092149225881,False,0.3948964715003967
OLPL,2025-11-19,2025-11-24,47.49081790008206,47.96,0.46918209991794413,0.978277939778866,False,0.5841571450233459
OML,2025-11-19,2025-11-24,42.73044827648063,42.0,0.7304482764806295,1.7391625630491176,False,0.5282838284969329
ORM,2025-11-19,2025-11-24,11.765816687276384,11.59,0.17581668727638444,1.5169688289593137,False,0.5482308387756347
OTSU,2025-11-19,2025-11-24,345.0131645516634,370.24,25.2268354483366,6.8136439737296355,False,0.5661433815956115
PACE,2025-11-19,2025-11-24,27.095248686580195,25.21,1.8852486865801943,7.47817805069494,False,0.528824645280838
PAEL,2025-11-19,2025-11-24,52.92774147909124,52.21,0.717741479091238,1.3747203200368474,False,0.5458594560623169
PAKD,2025-11-19,2025-11-24,170.97348100098503,170.69,0.28348100098503437,0.16607944284084267,False,0.470009422302246
PAKOXY,2025-11-19,2025-11-24,316.6860365106193,318.64,1.9539634893806692,0.6132197744729693,False,0.3697660565376282
PAKRI,2025-11-19,2025-11-24,17.132154914161468,16.24,0.8921549141614697,5.493564742373583,False,0.4732085943222046
PAKT,2025-11-19,2025-11-24,1559.5343202829365,1555.12,4.414320282936615,0.283857212493995,False,0.5832783281803131
PASL,2025-11-19,2025-11-24,3.377371176084942,3.6,0.22262882391505823,6.184133997640506,False,0.5823618769645691
PCAL,2025-11-19,2025-11-24,172.05324007653434,173.01,0.9567599234656541,0.5530084523817433,False,0.4720567822456359
PECO,2025-11-19,2025-11-24,418.3266791912441,430.64,12.313320808755861,2.8593072656408745,False,0.4045961260795593
PGLC,2025-11-19,2025-11-24,15.357306686108252,15.33,0.027306686108252265,0.17812580631606173,False,0.6735141217708587
PIBTL,2025-11-19,2025-11-24,15.080732977863876,15.24,0.15926702213612387,1.0450592003682668,False,0.457509970664978
PICT,2025-11-19,2025-11-24,42.16624618703543,41.89,0.2762461870354329,0.6594561638468199,False,0.5560001671314239
PIL,2025-11-19,2025-11-24,5.498674896403985,5.6,0.10132510359601454,1.8093768499288312,False,0.4586968719959258
PIM,2025-11-19,2025-11-24,20.39257980918884,22.75,2.3574201908111583,10.36228655301608,False,0.4585008144378661
PINL,2025-11-19,2025-11-24,11.127681685624497,11.09,0.03768168562449681,0.3397807540531723,False,0.487293654680252
PIOC,2025-11-19,2025-11-24,271.37204477637204,344.39,73.01795522362795,21.202112495609036,False,0.5482824087142943
PKGI,2025-11-19,2025-11-24,15.15157446396351,11.87,3.2815744639635103,27.64595167618796,False,0.5647366821765899
PKGP,2025-11-19,2025-11-24,66.14275969313329,67.94,1.797240306866712,2.6453345700128232,False,0.3914620637893676
PKGS,2025-11-19,2025-11-24,733.9163359185015,737.07,3.153664081498505,0.4278649356911154,False,0.3719223976135253
PMRS,2025-11-19,2025-11-24,319.8193036661777,312.98,6.8393036661776705,2.1852206742212505,False,0.5412688136100768
PNSC,2025-11-19,2025-11-24,437.582233177185,446.26,8.677766822814988,1.9445540319130077,False,0.6781283378601074
POL,2025-11-19,2025-11-24,608.7149601018227,602.99,5.724960101822717,0.9494286972955963,False,0.6357364296913146
POML,2025-11-19,2025-11-24,171.8059819682138,171.99,0.18401803178619502,0.10699344833199315,False,0.6641413688659668
POWER,2025-11-19,2025-11-24,17.92489085197449,18.22,0.29510914802551014,1.6196989463529647,False,0.3651139140129089
PPL,2025-11-19,2025-11-24,195.51304259083548,199.21,3.6969574091645256,1.8558091507276369,False,0.410537976026535
PPP,2025-11-19,2025-11-24,134.04778923977952,137.0,2.9522107602204812,2.154898365124439,False,0.6236053943634032
PPVC,2025-11-19,2025-11-24,16.20817309977787,20.2,3.9918269002221294,19.761519308030344,False,0.5995604932308196
PREMA,2025-11-19,2025-11-24,38.7990446948758,38.91,0.11095530512419316,0.28515884123411245,False,0.6512817203998565
PRET,2025-11-19,2025-11-24,424.7191993006468,437.78,13.060800699353194,2.9834164875858185,False,0.6199767649173736
PRL,2025-11-19,2025-11-24,36.214773367664094,36.26,0.04522663233590407,0.12472871576366264,False,0.4213321566581726
