security_id,security_ticker,security_name,sector_id,sector
211020,BCL,Bolan Castings Limited,0808,ENGINEERING
211030,DADX,Dadex Eternit Limited,0808,ENGINEERING
211035,DSL,Dost Steels Limited,0808,ENGINEERING
211040,CSAP,Crescent Steel & Allied Products Limited,0808,ENGINEERING
211050,DKL,Drekkar Kingsway Limited,0808,ENGINEERING
211080,HSPI,Huffaz Seamless Pipe Industries Limited,0808,ENGINEERING
211100,INIL,International Industries Limited,0808,ENGINEERING
211110,ISL,International Steels Limited,0808,ENGINEERING
211115,ITTEFAQ,Ittefaq Iron Industries Limited,0808,ENGINEERING
211140,KSBP,KSB Pumps Company Limited,0808,ENGINEERING
211145,MUGHAL,Mughal Iron & Steel Industries Limited,0808,ENGINEERING
211160,MSCL,Metropolitan Steel Corporation Limited,0808,ENGINEERING
211200,PECO,Pakistan Engineering Company Limited,0808,ENGINEERING
211220,QUSW,Quality Steel Works Limited,0808,ENGINEERING
221020,AGTL,Al-Ghazi Tractors Limited,0801,AUTOMOBILE ASSEMBLER
221100,ATLH,Atlas Honda Limited,0801,AUTOMOBILE ASSEMBLER
221150,DFML,Dewan Farooque Motors Limited,0801,AUTOMOBILE ASSEMBLER
