security_id,security_ticker,security_name,sector_id,sector
221160,GAIL,Ghani Automobile Industries Limited,0801,AUTOMOBILE ASSEMBLER
221175,GHNI,Ghandhara Industries Limited,0801,AUTOMOBILE ASSEMBLER
221190,GHNL,Ghandhara Nissan Limited,0801,AUTOMOBILE ASSEMBLER
221200,HINO,Hinopak Motors Limited,0801,AUTOMOBILE ASSEMBLER
221205,HCAR,Honda Atlas Cars (Pakistan) Limited,0801,AUTOMOBILE ASSEMBLER
221210,INDU,Indus Motor Company Limited,0801,AUTOMOBILE ASSEMBLER
221220,MTL,Millat Tractors Limited,0801,AUTOMOBILE ASSEMBLER
221260,PSMC,Pak Suzuki Motor Company Limited,0801,AUTOMOBILE ASSEMBLER
221270,SAZEW,Sazgar Engineering Works Limited,0801,AUTOMOBILE ASSEMBLER
231000,AGIL,Agriauto Industries Limited,0802,AUTOMOBILE PARTS & ACCESSORIES
231040,DWAE,Dewan Automotive Engineering Limited,0802,AUTOMOBILE PARTS & ACCESSORIES
231080,ATBA,Atlas Battery Limited,0802,AUTOMOBILE PARTS & ACCESSORIES
231130,BWHL,Baluchistan Wheels Limited,0802,AUTOMOBILE PARTS & ACCESSORIES
231135,BELA,Bela Automotives Limited,0802,AUTOMOBILE PARTS & ACCESSORIES
231160,EXIDE,Exide Pakistan Limited,0802,AUTOMOBILE PARTS & ACCESSORIES
231170,GTYR,The General Tyre & Rubber,0802,AUTOMOBILE PARTS & ACCESSORIES
231175,LOADS,Loads Limited,0802,AUTOMOBILE PARTS & ACCESSORIES
241080,JOPP,Johnson & Phillips (Pakistan) Limited,0803,CABLE & ELECTRICAL GOODS
241100,PCAL,Pakistan Cables Limited,0803,CABLE & ELECTRICAL GOODS
241120,PAEL,Pak Elektron Limited,0803,CABLE & ELECTRICAL GOODS
241125,PELPS,Pak Elektron (Pref),0803,CABLE & ELECTRICAL GOODS
241150,TPL,TPL Corp Limited,0828,TECHNOLOGY & COMMUNICATION
241155,TPLT,TPL Trakker Limited,0828,TECHNOLOGY & COMMUNICATION
241170,AVN,Avanceon Limited,0828,TECHNOLOGY & COMMUNICATION
241220,WAVES,Waves Singer Pakistan Limited,0803,CABLE & ELECTRICAL GOODS
241240,SIEM,Siemens (Pakistan) Engineering,0803,CABLE & ELECTRICAL GOODS
241250,SPEL,Synthetic Products Enterprises Limited,0818,MISCELLANEOUS
251000,PNSC,Pakistan National Shipping Corporation,0833,TRANSPORT
251010,PIBTL,Pakistan International Bulk Terminal,0833,TRANSPORT
251020,PICT,Pakistan International Container,0833,TRANSPORT
251040,PIAA,Pakistan International Airlines Corp,0833,TRANSPORT
251060,PIAB,Pakistan International Airlines Corporation Limited,0833,TRANSPORT
261008,HUMNL,Hum Network Limited,0828,TECHNOLOGY & COMMUNICATION
261009,NETSOL,NetSol Technologies Limited,0828,TECHNOLOGY & COMMUNICATION
261010,PAKD,Pak Datacom Limited,0828,TECHNOLOGY & COMMUNICATION
261015,MDTL,Media Times Limited,0828,TECHNOLOGY & COMMUNICATION
261020,SYS,Systems Limited,0828,TECHNOLOGY & COMMUNICATION
261070,PTC,Pakistan Telecommunication Company Ltd,0828,TECHNOLOGY & COMMUNICATION
261073,TRG,TRG Pakistan Limited,0828,TECHNOLOGY & COMMUNICATION
261075,TELE,Telecard Limited,0828,TECHNOLOGY & COMMUNICATION
261088,WTL,Worldcall Telecom Limited,0828,TECHNOLOGY & COMMUNICATION
271160,DAWH,Dawood Hercules Corporation Limited,0813,INV. BANKS / INV. COS. / SECURITIES COS.
271200,ENGRO,Engro Corporation Limited,0809,FERTILIZER
271202,EFERT,Engro Fertilizers Limited,0809,FERTILIZER
271205,FFBL,Fauji Fertilizer Bin Qasim Limited,0809,FERTILIZER
271210,FFC,Fauji Fertilizer Company Limited,0809,FERTILIZER
281000,ABOT,Abbott Laboratories (Pakistan) Limited,0823,PHARMACEUTICALS
281010,AGP,AGP Limited,0823,PHARMACEUTICALS
281220,FEROZ,Ferozsons Laboratories Limited,0823,PHARMACEUTICALS
281240,GLAXO,GlaxoSmithKline Pakistan Limited,0823,PHARMACEUTICALS
281245,GSKCH,GlaxoSmithKline Consumer Healthcare,0823,PHARMACEUTICALS
281250,HINOON,Highnoon Laboratories Limited,0823,PHARMACEUTICALS
281260,SAPL,Sanofi-Aventis Pakistan Limited,0823,PHARMACEUTICALS
281360,OTSU,Otsuka Pakistan Limited,0823,PHARMACEUTICALS
281530,SEARL,The Searle Company Limited,0823,PHARMACEUTICALS
281610,WYETH,Wyeth Pakistan Limited,0823,PHARMACEUTICALS
291020,BAPL,Bawany Air Products Limited,0805,CHEMICAL
291030,BIFO,Biafo Industries Limited,0805,CHEMICAL
291040,BERG,Berger Paints Pakistan Limited,0805,CHEMICAL
291080,BUXL,Buxly Paints Limited,0805,CHEMICAL
291110,ARPL,Archroma Pakistan Limited,0805,CHEMICAL
291120,COLG,Colgate-Palmolive (Pakistan) Limited,0805,CHEMICAL
291130,CTM,Colony Textile Mills Limited,0830,TEXTILE SPINNING
291140,DOL,Descon Oxychem Limited,0805,CHEMICAL
291150,DAAG,Data Agro Limited,0805,CHEMICAL
291175,DYNO,Dynea Pakistan Limited,0805,CHEMICAL
291200,EPCL,Engro Polymer & Chemicals Limited,0805,CHEMICAL
291210,FATIMA,Fatima Fertilizer Company Limited,0809,FERTILIZER
291250,GGL,Ghani Global Holdings Limited,0805,CHEMICAL
291300,ICI,ICI Pakistan Limited,0805,CHEMICAL
291305,ICL,Ittehad Chemicals Limted,0805,CHEMICAL
291340,LPGL,Leiner Pak Gelatine Limited,0805,CHEMICAL
291390,LOTCHEM,Lotte Chemical Pakistan Limited,0805,CHEMICAL
291400,PPVC,Pakistan PVC Limited,0805,CHEMICAL
291450,NICL,Nimir Industrial Chemicals Limited,0805,CHEMICAL
291460,PAKOXY,Pakistan Oxygen Limited,0805,CHEMICAL
291470,NRSL,Nimir Resins Limited,0805,CHEMICAL
291525,SARC,Sardar Chemical Industries Limited,0805,CHEMICAL
291535,SHCI,Shaffi Chemical Industries Limited,0805,CHEMICAL
291560,SITC,Sitara Chemical Industries Limited,0805,CHEMICAL
291565,SPL,Sitara Peroxide Limited,0805,CHEMICAL
291600,WAHN,Wah Noble Chemicals Limited,0805,CHEMICAL
300980,ABSON,Abson Industries Limited,0822,PAPER & BOARD
301040,BPBL,Balochistan Particle Board Limited,0822,PAPER & BOARD
301060,CEPB,Century Paper & Board Mills Limited,0822,PAPER & BOARD
301070,CPPL,Cherat Packaging Limited,0822,PAPER & BOARD
301110,DBSL,Dadabhoy Sack Limited,0822,PAPER & BOARD
301120,MERIT,Merit Packaging Limited,0822,PAPER & BOARD
301160,PKGS,Packages Limited,0822,PAPER & BOARD
301180,PPP,Pakistan Paper Products Limited,0822,PAPER & BOARD
301182,RPL,Roshan Packages Limited,0822,PAPER & BOARD
301220,SEPL,Security Papers Limited,0822,PAPER & BOARD
311040,EXTR,Extraction (Pakistan) Limited,0834,VANASPATI & ALLIED INDUSTRIES
311160,MOIL,Morafco Industries Limited,0834,VANASPATI & ALLIED INDUSTRIES
311200,POML,Punjab Oil Mills Limited,0834,VANASPATI & ALLIED INDUSTRIES
311210,SSOM,S.S.Oil Mills Limited,0834,VANASPATI & ALLIED INDUSTRIES
311260,SURAJ,Suraj Ghee Industries Limited,0834,VANASPATI & ALLIED INDUSTRIES
321000,BATA,Bata Pakistan Limited,0816,LEATHER & TANNERIES
321010,FIL,Fateh Industries Limited,0816,LEATHER & TANNERIES
321030,LEUL,Leather Up Limited,0816,LEATHER & TANNERIES
321060,PAKL,Pak Leather Crafts Limited,0816,LEATHER & TANNERIES
321085,SRVI,Service Industries Limited,0816,LEATHER & TANNERIES
331050,ASC,Al Shaheer Corporation Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331055,PREMA,At-Tahur Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331060,CLOV,Clover Pakistan Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331070,GLPL,Gillette Pakistan Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331080,GIL,Good Luck Industries Ltd.,0810,FOOD & PERSONAL CARE PRODUCTS
331090,IBLHL,IBL HealthCare Limited,0823,PHARMACEUTICALS
331092,MACTER,Macter International Limited,0823,PHARMACEUTICALS
331120,ISIL,Ismail Industries Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331125,MFL,Matco Foods Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331160,NESTLE,Nestle Pakistan Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331170,MFFL,Mitchell's Fruit Farms Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331200,MUREB,Murree Brewery Company Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331220,NATF,National Foods Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331240,FFL,Fauji Foods Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331290,QUICE,Quice Food Industries Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331295,UPFL,Unilever Pakistan Foods Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331300,RMPL,Rafhan Maize Products Company Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331310,NMFL,Nirala MSR Foods Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331320,SHEZ,Shezan International Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331325,TOMCL,The Organic Meat Company Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331420,SCL,Shield Corporation Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331440,TREET,Treet Corporation Limited,0810,FOOD & PERSONAL CARE PRODUCTS
331523,ZIL,ZIL Limited,0810,FOOD & PERSONAL CARE PRODUCTS
341000,BGL,Balochistan Glass Limited,0811,GLASS & CERAMICS
341040,EMCO,Emco Industries Limited,0803,CABLE & ELECTRICAL GOODS
341060,FRCL,Frontier Ceramics Limited,0811,GLASS & CERAMICS
341065,GHGL,Ghani Glass Limited,0811,GLASS & CERAMICS
341066,GGGL,Ghani Global Glass Limited,0811,GLASS & CERAMICS
341067,GVGL,Ghani Value Glass Limited,0811,GLASS & CERAMICS
341070,KCL,Karam Ceramics Limited,0811,GLASS & CERAMICS
341100,TGL,Tariq Glass Industries Limited,0811,GLASS & CERAMICS
341140,REGAL,Regal Ceramics Limited,0811,GLASS & CERAMICS
341160,STCL,Shabbir Tiles & Ceramics Limited,0811,GLASS & CERAMICS
351000,GAMON,Gammon Pakistan Limited,0818,MISCELLANEOUS
351010,AKGL,Al-Khair Gadoon Limited,0818,MISCELLANEOUS
351020,HADC,Haydari Construction Company Limited,0818,MISCELLANEOUS
351021,ARPAK,Arpak International Investments Ltd.,0818,MISCELLANEOUS
351022,MACFL,MACPAC Films Limited,0818,MISCELLANEOUS
351025,DIIL,Diamond Industries Limited,0818,MISCELLANEOUS
351050,ECOP,Ecopack Limited,0818,MISCELLANEOUS
351060,DCTL,Dadabhoy Construction Technology Limited,0818,MISCELLANEOUS
351080,GOC,GOC (Pak) Limited.,0818,MISCELLANEOUS
351120,HACC,Hashimi Can Company Limited,0818,MISCELLANEOUS
351185,MWMP,Mandviwala Mauser Plastic Industries,0818,MISCELLANEOUS
351187,PACE,Pace (Pakistan) Limited,0818,MISCELLANEOUS
351210,PHDL,Pakistan Hotels Developers Limited,0818,MISCELLANEOUS
351240,PSEL,Pakistan Services Limited,0818,MISCELLANEOUS
351260,AKDCL,AKD Capital Limited,0818,MISCELLANEOUS
351270,SHFA,Shifa International Hospitals Limited,0818,MISCELLANEOUS
351275,STPL,Siddiqsons Tin Plate Limited,0818,MISCELLANEOUS
351276,TPLP,TPL Properties Limited,0818,MISCELLANEOUS
351450,TRIPF,Tri-Pack Films Limited,0818,MISCELLANEOUS
351480,UBDL,United Brands Limited,0818,MISCELLANEOUS
351500,UDPL,United Distributors Pakistan Limited,0818,MISCELLANEOUS
400074,MCB-CMAR,MCB-CMAR,40,FUTURE CONTRACTS
400107,MCB-CMAY,MCB-CMAY,40,FUTURE CONTRACTS
400147,MCB-CAPR,MCB-CAPR,40,FUTURE CONTRACTS
400847,NCL-OCTB,Nishat (Chunian) Limited.,40,FUTURE CONTRACTS
421343,AWWAL,Awwal Modaraba,0819,MODARABAS
460000,DCR,Dolmen City REIT,0836,REAL ESTATE INVESTMENT TRUST
