time,open,high,low,close,volume,date,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,Williams_R,returns,log_returns,price_change,price_change_pct,hl_spread,hl_spread_pct,oc_spread,oc_spread_pct,intraday_range,volume_sma_5,volume_sma_20,volume_ratio,volume_change,price_volume_corr,ROC_5,ROC_10,ROC_20,momentum_5,momentum_10,close_lag_1,volume_lag_1,returns_lag_1,close_lag_2,volume_lag_2,returns_lag_2,close_lag_3,volume_lag_3,returns_lag_3,close_lag_5,volume_lag_5,returns_lag_5,close_lag_10,volume_lag_10,returns_lag_10,close_mean_5,close_std_5,close_min_5,close_max_5,pct_from_high_5,pct_from_low_5,close_mean_10,close_std_10,close_min_10,close_max_10,pct_from_high_10,pct_from_low_10,close_mean_20,close_std_20,close_min_20,close_max_20,pct_from_high_20,pct_from_low_20,target_next_close,target_direction
11-Sep-19,802.75,802.75,802.75,802.75,50.0,2019-09-11,869.75,939.2120000000001,912.485,813.6914,899.7374463021292,876.2338593772447,39.002145922746784,23.50358692488453,45.929215891730585,-22.425628966846055,1107.8021499732786,912.485,717.1678500267213,-100.0,-0.050000000000000044,-0.05129329438755058,-42.25,-5.000000000000004,0.0,0.0,0.0,0.0,0.0,90.0,70.0,0.7142857142857143,3.0,-0.1698239589503564,-19.30376565672812,-19.159113796576033,11.333786388915861,-192.02999999999997,-190.25,845.0,0.0,-0.011695906432748537,855.0,200.0,-0.050000000000000044,900.0,100.0,-0.04862579281183932,994.78,0.0,-0.005905924911810967,993.0,50.0,-0.04976076555023923,869.75,54.88226033974851,802.75,946.0,-15.142706131078224,0.0,939.2120000000001,82.53276908800098,802.75,1035.0,-22.43961352657005,0.0,912.485,97.65857498663934,745.0,1045.0,-23.18181818181818,7.751677852348992,762.62,0
12-Sep-19,762.65,762.65,762.62,762.62,200.0,2019-09-12,833.074,911.9739999999999,912.7620000000001,811.4478,878.64245456334,867.8180179418932,29.69352811131823,10.824436621446807,38.90826003767383,-28.08382341622702,1107.1647386205193,912.7620000000001,718.3592613794808,-100.0,-0.04999065711616313,-0.05128345982134491,-40.129999999999995,-4.999065711616312,0.029999999999972715,0.0039338071385451095,-0.029999999999972715,-0.003933652396246341,3.9338071385451094e-05,110.0,77.5,2.5806451612903225,3.0,-0.302712846953722,-19.38477801268499,-26.316908212560385,0.7317588629999423,-183.38,-272.38,802.75,50.0,-0.050000000000000044,845.0,0.0,-0.011695906432748537,855.0,200.0,-0.050000000000000044,946.0,100.0,-0.049035967751663634,1035.0,50.0,0.04229607250755296,833.074,52.4055806188611,762.62,900.0,-15.264444444444445,0.0,911.9739999999999,91.83029567873768,762.62,1011.31,-24.590877179104325,0.0,912.7620000000001,97.20136931025961,745.0,1045.0,-27.022009569377992,2.36510067114094,758.88,0
16-Sep-19,0.0,758.88,758.88,758.88,0.0,2019-09-16,804.85,886.7310000000001,913.4560000000001,809.1294,860.2174615535954,859.7485351313827,21.5249210752894,0.46892642221268943,31.220393314581603,-30.751466892368914,1105.4208905837788,913.4560000000001,721.4911094162214,-100.0,-0.00490414623272406,-0.004916211019006791,-3.740000000000009,-0.49041462327240604,0.0,0.0,758.88,-0.003933652396246341,0.0,90.0,72.5,0.0,-1.0,-0.20312622959484805,-15.68,-24.960694544699447,1.863087248322147,-141.12,-252.42999999999995,762.62,200.0,-0.04999065711616313,802.75,50.0,-0.050000000000000044,845.0,0.0,-0.011695906432748537,900.0,100.0,-0.04862579281183932,1011.31,0.0,-0.02288888888888896,804.85,44.79974553499118,758.88,855.0,-11.242105263157894,0.0,886.7310000000001,96.08634443966382,758.88,1001.59,-24.23247037210835,0.0,913.4560000000001,95.98244529188933,758.88,1045.0,-27.379904306220098,0.0,720.94,0
18-Sep-19,720.94,720.94,720.94,720.94,200.0,2019-09-18,778.038,858.6659999999999,910.403,806.0522,838.7901597761193,849.466421417947,10.292604028819284,-10.67626164182775,22.841062323299735,-33.51732396512749,1112.8279206730083,910.403,707.9780793269917,-100.0,-0.04999472907442537,-0.05128774606023239,-37.93999999999994,-4.999472907442537,0.0,0.0,0.0,0.0,0.0,90.0,77.5,2.5806451612903225,-1.0,-0.29953699658395366,-15.679532163742685,-28.020447488493293,-7.808184143222499,-134.05999999999995,-280.65,758.88,0.0,-0.00490414623272406,762.62,200.0,-0.04999065711616313,802.75,50.0,-0.050000000000000044,855.0,200.0,-0.050000000000000044,1001.59,0.0,-0.009611296239530831,778.038,47.327364388902666,720.94,845.0,-14.681656804733723,0.0,858.6659999999999,99.7279041748649,720.94,1000.69,-27.955710559713797,0.0,910.403,101.21246033650415,720.94,1045.0,-31.010526315789466,0.0,684.9,0
19-Sep-19,720.94,724.0,684.9,684.9,500.0,2019-09-19,746.018,827.0869999999999,903.5930000000001,802.2542000000001,815.1147505797932,837.2763161277287,10.711553175210398,-22.16156554793554,13.84053674905268,-36.00210229698822,1126.7683314136198,903.5930000000001,680.4176685863804,-100.0,-0.049990290454129394,-0.051283073865179614,-36.04000000000008,-4.999029045412939,39.10000000000002,5.708862607679957,-36.04000000000008,-4.999029045412944,0.05708862607679957,190.0,100.0,5.0,1.5,-0.5293789386255129,-18.94674556213018,-31.55722551439507,-16.587504567044213,-160.10000000000002,-305.1329091015625,720.94,200.0,-0.04999472907442537,758.88,0.0,-0.00490414623272406,762.62,200.0,-0.04999065711616313,845.0,0.0,-0.011695906432748537,1000.69,0.0,-0.0008985712716780281,746.018,44.78809350709175,684.9,802.75,-14.680784802242295,0.0,827.0869999999999,99.75657461485332,684.9,994.78,-31.150606164177002,0.0,903.5930000000001,111.58766570680984,684.9,1045.0,-34.459330143540676,0.0,699.0,1
20-Sep-19,650.66,699.0,650.66,699.0,850.0,2019-09-20,725.268,797.509,895.4354999999999,799.8367999999999,797.2509427982865,827.0336260441932,3.871499176276785,-29.782683245906696,5.115892750060805,-34.898575995967505,1136.2211495527222,895.4354999999999,654.6498504472777,-86.59642312491334,0.020586946999562095,0.020377900029950834,14.100000000000023,2.0586946999562095,48.34000000000003,6.915593705293281,48.34000000000003,7.429379399379098,0.07429379399379098,350.0,140.0,6.071428571428571,0.7,-0.6108013286498811,-12.924322640921831,-29.733207342326946,-18.923621179609114,-103.75,-295.78,684.9,500.0,-0.049990290454129394,720.94,200.0,-0.04999472907442537,758.88,0.0,-0.00490414623272406,802.75,50.0,-0.050000000000000044,994.78,0.0,-0.005905924911810967,725.268,34.86851473751078,684.9,762.62,-8.342293671815584,2.0586946999562015,797.509,87.6223741657594,684.9,946.0,-26.109936575052856,2.0586946999562015,895.4354999999999,120.39282477636111,684.9,1045.0,-33.11004784688995,2.0586946999562015,699.0,0
04-Oct-19,0.0,664.05,664.05,699.0,150.0,2019-10-04,712.5440000000001,772.809,885.1229999999999,798.2167999999999,782.1354131370116,817.5496537446234,4.140847552201109,-35.41424060761176,-2.990133921473708,-32.42410668613805,1141.3128313524974,885.1229999999999,628.9331686475025,-86.22517311144672,0.0,0.0,0.0,0.0,0.0,0.0,699.0,7.429379399379098,0.0,340.0,145.0,1.0344827586206897,-0.8235294117647058,-0.5770367529871213,-8.342293671815584,-26.109936575052856,-22.783761391880695,-63.620000000000005,-247.0,699.0,850.0,0.020586946999562095,684.9,500.0,-0.049990290454129394,720.94,200.0,-0.04999472907442537,762.62,200.0,-0.04999065711616313,946.0,100.0,-0.049035967751663634,712.5440000000001,28.933494085575184,684.9,758.88,-7.890575585072739,2.0586946999562015,772.809,75.02049356305467,684.9,900.0,-22.333333333333332,2.0586946999562015,885.1229999999999,128.09491567624875,684.9,1045.0,-33.11004784688995,2.0586946999562015,704.0,1
18-Oct-19,704.0,704.0,704.0,704.0,50.0,2019-10-18,701.568,753.2090000000001,872.823,796.6967999999999,770.114580346702,809.1385682820587,5.68807885881057,-39.02398793535667,-10.1969047242503,-28.82708321110637,1139.3122836869807,872.823,606.3337163130193,-84.76130617375654,0.007153075822603716,0.00712761392423214,5.0,0.7153075822603716,0.0,0.0,0.0,0.0,0.0,350.0,130.0,0.38461538461538464,-0.6666666666666667,-0.566985513141164,-7.231709888256377,-21.777777777777775,-25.894736842105264,-54.879999999999995,-196.0,699.0,150.0,0.0,699.0,850.0,0.020586946999562095,684.9,500.0,-0.049990290454129394,758.88,0.0,-0.00490414623272406,900.0,100.0,-0.04862579281183932,701.568,12.963414673612041,684.9,720.94,-2.3497101007018686,2.7887282815009526,753.2090000000001,62.688115203582655,684.9,855.0,-17.660818713450293,2.7887282815009526,872.823,133.24464184349034,684.9,1045.0,-32.631578947368425,2.7887282815009526,669.0,0
29-Oct-19,669.0,669.0,669.0,669.0,100.0,2019-10-29,691.1800000000001,734.609,856.423,793.6967999999999,754.558491062594,798.7579335944988,5.163697315418091,-44.199442531904765,-16.997412285781195,-27.20203024612357,1130.9841790782561,856.423,581.8618209217439,-94.67046379170057,-0.04971590909090906,-0.05099429602981392,-35.0,-4.9715909090909065,0.0,0.0,0.0,0.0,0.0,330.0,132.5,0.7547169811320755,1.0,-0.5208397651266734,-7.204483036036293,-21.75438596491228,-32.89869608826479,-51.940000000000055,-186.0,704.0,50.0,0.007153075822603716,699.0,150.0,0.0,699.0,850.0,0.020586946999562095,720.94,200.0,-0.04999472907442537,855.0,200.0,-0.050000000000000044,691.1800000000001,14.30076921008183,669.0,704.0,-4.971590909090909,0.0,734.609,56.409559956130714,669.0,845.0,-20.828402366863905,0.0,856.423,137.28058953912804,669.0,1045.0,-35.98086124401914,0.0,635.55,0
30-Oct-19,635.55,635.55,635.55,635.55,50.0,2019-10-30,681.3100000000001,713.664,835.9505000000001,789.9078,736.2494924375795,786.6684570319434,4.805877764637813,-50.41896459436384,-23.681722747497723,-26.73724184686612,1112.3614743784467,835.9505000000001,559.5395256215536,-100.0,-0.050000000000000044,-0.05129329438755058,-33.450000000000045,-5.000000000000004,0.0,0.0,0.0,0.0,0.0,240.0,132.5,0.37735849056603776,-0.5,-0.4549111407675435,-7.205431449846697,-24.786982248520715,-39.18181818181819,-49.35000000000002,-209.45000000000005,669.0,100.0,-0.04971590909090906,704.0,50.0,0.007153075822603716,699.0,150.0,0.0,684.9,500.0,-0.049990290454129394,845.0,0.0,-0.011695906432748537,681.3100000000001,29.095626819163563,635.55,704.0,-9.72301136363637,0.0,713.664,49.30396472676033,635.55,802.75,-20.82840236686391,0.0,835.9505000000001,138.20548718922328,635.55,1035.0,-38.594202898550726,0.0,603.78,0
