ISIN,SYMBOL,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,Volume
PK0078701015,BAFL,Bank Alfalah Ltd. ,34.97,7.25,710866048,24858985698.56,710866048,24858985698.56,330099
PK0051601018,BAHL,Bank Al-Habib Ltd. ,62.61,13.18,722426520,45231124417.2,722426520,45231124417.2,884364
PK0045001010,BOP,Bank Of Punjab. ,9.25,3.01,1115986617,10322876207.25,1115986617,10322876207.25,14270500
PK0085101019,HBL,Habib Bank Limited. ,136.85,29.25,733426254,100369382859.9,733426254,100369382859.9,849739
PK0055601014,MCB,MCB Bank Limited. ,176.45,21.33,414771002,73186343302.9,414771002,73186343302.9,299880
PK0077401013,MEBL,Meezan Bank Limited. ,81.9,8.44,353680696,28966449002.4,353680696,28966449002.4,575074
PK0081901016,UBL,United Bank Ltd. ,122.88,17.54,489671875,60170880000.0,489671875,60170880000.0,812785
